鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中山區,建物,臺北市中山區雙城街13巷1~50號,0,住,,,10109,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941207,161.03,4,2,2,有,有,有,69000,428,,0,0,303012,2772982
內湖區,建物,臺北市內湖區星雲街101~150號,0,住,,,10108,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931222,210.55,4,2,2,有,有,有,72000,342,坡道平面,28.02,0,310126,2774833
內湖區,建物,臺北市內湖區民權東路六段123巷1~50號,0,商,,,10108,土地0建物1車位1,六層,14,辦公商業大樓,商業用,鋼筋混凝土造,890106,138.39,0,0,0,無,有,無,35000,253,坡道平面,36.68,0,309793,2773646
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段52巷1~50號,36.08,住,,,10109,土地1建物1車位1,一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000322,255.33,3,2,2,有,有,有,80000,0,坡道平面,24.27,0,303290,2771141
中山區,建物,臺北市中山區復興北路351~400號,0,商,,,10108,土地0建物1車位0,三層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,110.35,2,1,1,有,有,有,38000,344,,0,0,304879,2772700
中山區,建物,臺北市中山區復興南路一段1~50號,0,商,,,10108,土地0建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,701008,57.34,2,2,1,有,有,有,28500,497,,0,0,304867,2770891
中山區,建物,臺北市中山區長春路1~50號,0,商,,,10108,土地0建物1車位0,地下一層,12,辦公商業大樓,商業用,鋼筋混凝土造,731128,"1,279.98",0,0,0,無,有,無,500000,391,,0,0,302908,2771943
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,,,10108,土地0建物1車位0,九層,12,套房(1房1廳1衛),商業用,鋼筋混凝土造,940803,53.18,1,1,1,有,有,有,33333,627,,0,0,302859,2772405
中山區,建物,臺北市中山區撫順街1~50號,0,住,,,10109,土地0建物1車位0,九層,15,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000630,137.65,3,1,2,有,有,有,76000,552,,0,0,302600,2772934
內湖區,建物,臺北市內湖區基湖路3巷1~50號,0,工,,,10109,土地0建物1車位2,二層,8,辦公商業大樓,工業用,鋼筋混凝土造,980120,351.35,0,0,0,無,有,無,108000,307,坡道平面,69.44,0,307144,2774871
中山區,建物,臺北市中山區林森北路351~400號,0,商,,,10109,土地0建物1車位0,十三層,18,辦公商業大樓,商業用,鋼筋混凝土造,980916,66.62,1,1,1,有,有,有,49500,743,,0,0,303055,2772224
中山區,建物,臺北市中山區南京東路一段132巷1~50號,0,商,,,10109,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010109,60.74,2,1,2,有,有,有,40000,659,,0,0,303168,2771514
中山區,建物,臺北市中山區林森北路351~400號,0,住,,,10109,土地0建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,980916,99.64,1,1,1,有,有,有,42174,423,,0,0,303046,2772233
中山區,建物,臺北市中山區雙城街19巷1~50號,5.54,住,,,10109,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,67.99,2,2,1,有,無,無,34000,500,,0,0,302941,2773108
萬華區,房地(土地+建物),臺北市萬華區寶興街140巷1~50號,36,住,,,10109,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,,114.42,4,1,1,有,無,無,12000,105,,0,0,299828,2768518
松山區,建物,臺北市松山區民權東路三段101~150號,0,住,,,10109,土地0建物1車位0,九層,15,辦公商業大樓,住家用,鋼筋混凝土造,730915,152.63,0,0,0,無,有,無,74000,485,,0,0,305208,2772708
信義區,房地(土地+建物),臺北市信義區永吉路120巷1~50號,424,住,,,10110,土地1建物1車位0,一層,7,辦公商業大樓,商業用,鋼筋混凝土造,,54.95,0,0,0,無,無,無,32000,582,,0,0,307549,2770844
松山區,建物,臺北市松山區民生東路四段51~100號,0,商,,,10108,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,640415,147.75,0,0,0,無,無,無,280000,1895,,0,0,305597,2772322
大安區,建物,臺北市大安區和平東路一段151~200號,0,住,,,10109,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.49,3,2,2,有,有,有,56000,439,,0,0,303763,2768808
松山區,建物,臺北市信義區松仁路201~250號,0,住,,,10109,土地0建物1車位0,四層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,640722,17.89,1,1,1,有,無,有,11500,643,,0,0,307399,2768866
文山區,房地(土地+建物),臺北市文山區木新路二段51~100號,39.13,住,,,10108,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,19.01,1,0,1,有,無,有,8000,421,,0,0,307610,2764320
中山區,建物,臺北市中山區中山北路二段77巷1~50號,0,商,,,10108,土地0建物0車位0,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,981027,109.01,2,2,1,有,有,有,45000,413,,0,0,302831,2772256
中山區,建物,臺北市中山區遼寧街51~100號,0,商,,,10108,土地0建物1車位0,一層,3,店面(店鋪),,加強磚造,,67.75,5,3,3,有,無,無,42000,620,,0,0,304718,2771315
中山區,建物,臺北市中山區新生北路二段28巷1~50號,0,其他,,,10108,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,780517,144.7,3,2,2,有,有,有,42000,290,,0,0,303162,2771852
內湖區,房地(土地+建物),臺北市內湖區民權東路六段251~300號,0,商,,,10109,土地1建物1車位0,七層,10,辦公商業大樓,商業用,鋼筋混凝土造,811221,86.19,0,0,0,無,無,無,26000,302,,0,0,311044,2773842
內湖區,建物,臺北市內湖區民權東路六段123巷20弄1~50號,11.12,商,,,10109,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,890106,176.19,0,0,1,有,無,無,30000,170,,0,0,309785,2773654
中山區,房地(土地+建物),臺北市中山區龍江路65巷1~50號,0,住,,,10109,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800925,40.51,1,0,1,有,無,有,13000,321,,0,0,304674,2771514
內湖區,建物,臺北市內湖區金湖路367巷3弄1~50號,0,住,,,10108,土地0建物1車位0,七層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950321,167.37,4,2,2,有,有,有,63550,380,,0,0,310924,2773999
內湖區,房地(土地+建物),臺北市內湖區堤頂大道二段401~450號,"2,893.45",工,,,10108,土地1建物1車位0,一層,10,廠辦,工業用,見使用執照,910826,284.1,0,0,0,無,有,無,119800,422,,0,0,306801,2774837
文山區,建物,臺北市文山區羅斯福路六段51~100號,0,商,,,10108,土地0建物2車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,790524,117.05,0,0,0,無,有,無,22000,188,,0,0,304572,2765704
文山區,建物,臺北市文山區福興路95巷1~50號,0,住,,,10108,土地0建物1車位0,三層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961121,99.25,3,2,2,有,有,有,20000,202,,0,0,305400,2766369
中正區,建物,臺北市中正區重慶南路三段1~50號,0,住,,,10109,土地0建物1車位0,七層,12,辦公商業大樓,住家用,鋼筋混凝土造,661227,149.32,3,1,1,有,有,無,43500,291,,0,0,302041,2769152
中正區,建物,臺北市中正區博愛路101~150號,0,商,,,10108,土地0建物1車位0,二層,13,辦公商業大樓,商業用,鋼筋混凝土造,800510,59.07,0,0,0,無,有,無,21000,356,,0,0,301584,2770675
中正區,建物,臺北市中正區新生南路一段51~100號,0,其他,,,10108,土地0建物1車位1,十一層,15,辦公商業大樓,見其他登記事項,鋼筋混凝土造,981222,368.77,0,0,1,有,有,有,170470,462,坡道平面,43.78,0,303741,2770426
松山區,房地(土地+建物),臺北市松山區敦化北路60巷1~50號,0,其他,,,10108,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,114,2,2,2,有,無,無,66000,579,,0,0,305255,2771528
信義區,車位,臺北市信義區崇德街1~50號,0.76,住,,,10109,土地0建物0車位1,地下三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970205,38.8,0,0,0,有,有,無,4800,,坡道平面,38.8,4800,305844,2768552
松山區,房地(土地+建物),臺北市松山區南京東路三段256巷1~50號,0,商,,,10109,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,930924,25.98,1,1,1,有,無,有,15000,577,,0,0,304953,2771512
南港區,建物,臺北市南港區經貿二路255巷1~50號,0,住,,,10109,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,981002,122.05,0,0,0,無,無,有,63000,516,,0,0,312058,2772786
信義區,建物,臺北市松山區松勤街140巷1~50號,0,住,,,10107,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810602,171.21,3,2,2,有,有,有,55000,321,,0,0,307406,2769367
信義區,建物,臺北市信義區松平路51~100號,0,住,,,10108,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870428,164.94,3,2,2,有,有,有,37000,224,,0,0,307117,2769244
松山區,建物,臺北市松山區三民路110巷1~50號,0,住,,,10108,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,59.99,0,0,0,無,無,無,38000,633,,0,0,306922,2772318
信義區,建物,臺北市信義區永吉路151~200號,0,商,,,10108,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,721004,159.12,0,0,0,無,無,無,90000,566,,0,0,307685,2770975
南港區,建物,臺北市南港區忠孝東路六段1~50號,0,商,,,10108,土地0建物1車位2,十一層,17,辦公商業大樓,見其他登記事項,見其他登記事項,931216,312.54,2,0,1,有,有,有,114000,365,坡道機械,69.92,0,308739,2771188
大安區,建物,臺北市大安區金山南路二段201~250號,0,住,,,10109,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,790105,287.84,0,0,0,有,無,有,250000,869,,0,0,303086,2768930
大安區,建物,臺北市大安區金山南路二段201~250號,0,住,,,10109,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,830221,206.89,0,0,0,無,有,無,125000,604,升降機械,0,0,303062,2768934
大安區,建物,臺北市大安區和平東路三段51~100號,0,,,,10108,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,681020,120.41,3,2,1,有,無,無,40000,332,,0,0,305442,2768629
大安區,房地(土地+建物),臺北市大安區信義路二段228巷1~50號,173,商,,,10110,土地1建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980115,44.6,1,2,1,有,有,有,22000,493,,0,0,303681,2769535
大安區,建物,臺北市大安區仁愛路四段401~450號,0,住,,,10108,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227,165.7,2,2,2,有,有,無,50000,302,,0,0,306145,2770100
大安區,建物,臺北市大安區和平東路一段201~250號,0,商,,,10108,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,75.93,3,2,2,有,無,無,21000,277,,0,0,303737,2768755
大安區,建物,臺北市大安區仁愛路三段51~100號,0,住,,,10108,土地0建物1車位0,四層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,941005,490,3,2,3,有,有,有,260000,531,坡道平面,0,0,304151,2770173
大安區,建物,臺北市大安區仁愛路四段201~250號,0,住,,,10107,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670912,78.65,2,2,1,有,有,有,30000,381,,0,0,305721,2770041
大安區,建物,臺北市大安區建國南路一段279巷1~50號,0,住,,,10109,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760216,82.36,3,2,1,有,無,有,26000,316,,0,0,304401,2769840
大安區,建物,臺北市大安區建國南路二段151巷1~50號,0,住,,,10108,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,750515,155.61,1,1,1,有,有,有,75000,482,,0,0,304504,2769123
中正區,建物,臺北市中正區重慶南路一段51~100號,0,,,,10108,土地0建物1車位0,十層,14,辦公商業大樓,見使用執照,鋼筋混凝土造,910723,87.35,1,0,0,有,有,無,36000,412,,0,0,301856,2770802
大同區,建物,臺北市大同區華陰街51~100號,0,,,,10108,土地0建物1車位0,九層,15,其他,見其他登記事項,鋼筋混凝土造,1001205,89.67,0,0,0,無,有,無,40000,446,,0,0,302242,2771389
中正區,建物,臺北市中正區忠孝東路二段101~150號,0,,,,10108,土地0建物1車位0,八層,12,辦公商業大樓,商業用,鋼筋混凝土造,710408,81.58,0,0,0,無,有,無,30000,368,,0,0,303649,2770555
松山區,房地(土地+建物),臺北市松山區復興北路151~200號,48.6,商,,,10108,土地1建物1車位0,六層,16,辦公商業大樓,商業用,鋼筋混凝土造,731214,86.82,1,1,0,有,有,無,36400,419,,0,0,304941,2772037
中山區,建物,臺北市中山區龍江路301~350號,0,,,,10109,土地0建物1車位0,二層,12,辦公商業大樓,商業用,鋼筋混凝土造,740312,305.07,0,0,0,無,有,無,72000,236,,0,0,304624,2772859
中山區,建物,臺北市中山區建國北路二段1~50號,0,,,,10109,土地0建物1車位0,二層,15,辦公商業大樓,商業用,鋼筋混凝土造,771205,165.56,0,1,1,有,有,無,48000,290,,0,0,304251,2771960
中山區,建物,臺北市中山區民權西路1~50號,0,,,,10109,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,691231,64.48,0,1,1,有,有,無,21000,326,,0,0,302581,2772865
中山區,建物,臺北市中山區松江路151~200號,0,,,,10108,土地0建物1車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,680119,168.6,3,1,0,有,有,有,66938,397,,0,0,303741,2771994
中山區,建物,臺北市中山區新生北路二段1~50號,0,商,,,10109,土地0建物1車位0,六層,17,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850718,66.84,1,2,1,有,有,有,22000,329,,0,0,303167,2771905
中山區,建物,臺北市中山區林森北路259巷1~50號,0,商,,,10109,土地0建物1車位0,十層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850718,61.72,2,1,1,有,有,有,20000,324,,0,0,303173,2771900
士林區,房地(土地+建物),臺北市士林區中山北路六段252巷1~50號,0,住,,,10108,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820730,112.66,3,2,2,有,有,有,50000,444,,0,0,303070,2777956
大安區,建物,臺北市大安區復興南路二段151~200號,0,,,,10109,土地0建物1車位0,三層,12,辦公商業大樓,商業用,鋼筋混凝土造,,71.15,0,0,0,無,有,無,24300,342,,0,0,304904,2769005
大安區,建物,臺北市大安區敦化南路一段201~250號,0,,,,10108,土地0建物1車位0,十二層,14,辦公商業大樓,商業用,鋼筋混凝土造,,81.93,1,1,0,有,有,無,41000,500,,0,0,305450,2770512
大安區,建物,臺北市大安區忠孝東路四段251~300號,0,,,,10108,土地0建物1車位0,十一層,14,辦公商業大樓,商業用,鋼筋混凝土造,,369.64,0,0,0,無,有,無,136500,369,,0,0,305939,2770491
大安區,建物,臺北市大安區安和路一段112巷1~50號,0,,,,10108,土地0建物1車位0,一層,7,店面(店鋪),住商用,鋼筋混凝土造,710910,180.79,2,1,1,有,無,無,88000,487,,0,0,305575,2769658
文山區,房地(土地+建物),臺北市文山區萬芳路51~100號,54.74,住,,,10110,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960921,100.13,2,2,2,有,無,有,23000,230,,0,0,307392,2765720
北投區,房地(土地+建物),臺北市北投區中央北路二段95巷4弄1~50號,15.75,住,,,10109,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641205,53.19,2,1,1,有,無,有,13000,244,,0,0,299887,2781008
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~50號,7.57,住,,,10109,土地2建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941111,33.42,1,1,1,有,有,有,11000,329,,0,0,300715,2780801
松山區,建物,臺北市松山區南京東路三段301~350號,0,,,,10109,土地0建物1車位0,一層,11,店面(店鋪),見其他登記事項,鋼筋混凝土造,661103,96.85,0,0,0,無,無,無,350000,3614,,0,0,305188,2771644
松山區,建物,臺北市松山區南京東路三段301~350號,0,,,,10109,土地0建物1車位0,一層,11,店面(店鋪),見其他登記事項,鋼筋混凝土造,661103,116.85,0,0,0,無,無,無,400000,3423,,0,0,305191,2771641
萬華區,建物,臺北市萬華區成都路1~50號,0,,,,10108,土地0建物1車位0,六層,12,辦公商業大樓,商業用,鋼筋混凝土造,811120,183.84,0,0,1,有,無,無,135000,734,,0,0,301248,2770495
大安區,建物,臺北市大安區師大路49巷1~50號,34,商,,,10108,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,83.62,0,0,0,無,無,無,320000,3827,,0,0,303379,2768554
大安區,建物,臺北市大安區光復南路251~300號,142.13,住,,,10108,土地0建物3車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,,496.17,0,0,0,無,有,無,950000,1915,,0,0,306235,2770220
大安區,建物,臺北市大安區大安路一段101巷1~50號,0,,,,10109,土地0建物1車位0,三層,7,其他,見使用執照,鋼筋混凝土造,781017,324.39,0,0,0,無,有,無,178500,550,,0,0,305203,2770317
大安區,房地(土地+建物),臺北市大安區辛亥路三段1~50號,37.42,住,,,10108,土地1建物1車位0,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.38,3,2,2,有,有,無,25000,211,,0,0,304889,2768283
大安區,房地(土地+建物),臺北市大安區大安路二段151~200號,106.32,住,,,10110,土地2建物2車位0,一層,4,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,,355.53,0,0,0,無,無,無,100000,281,,0,0,305073,2769060
大安區,建物,臺北市大安區和平東路二段51~100號,0,商,,,10108,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730616,91.22,3,2,2,有,無,有,38000,417,,0,0,304674,2768622
大安區,建物,臺北市大安區忠孝東路四段201~250號,0,商,,,10108,土地0建物1車位0,四層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,38.97,1,1,1,有,有,無,19000,488,,0,0,305855,2770498
大安區,建物,臺北市大安區仁愛路四段408巷1~50號,0,商,,,10108,土地0建物1車位0,八層,9,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970701,74.63,2,1,1,有,有,有,42000,563,,0,0,306227,2769999
大安區,建物,臺北市大安區敦化南路一段233巷51~100號,0,住,,,10109,土地0建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,720222,208.69,1,1,1,有,無,無,125000,599,,0,0,305758,2770332
大安區,建物,臺北市大安區忠孝東路四段201~250號,0,商,,,10109,土地0建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.98,6,2,1,有,有,無,50000,319,,0,0,305861,2770492
大安區,建物,臺北市大安區忠孝東路四段201~250號,0,商,,,10108,土地0建物1車位0,五層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,41.77,1,1,1,有,有,有,20000,479,,0,0,305861,2770492
大安區,建物,臺北市大安區忠孝東路四段201~250號,0,商,,,10109,土地0建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,44.89,1,1,1,有,有,無,18000,401,,0,0,305864,2770489
大安區,建物,臺北市大安區忠孝東路四段301~350號,0,商,,,10109,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,60.39,2,1,1,有,無,有,24000,397,,0,0,306099,2770495
大安區,建物,臺北市大安區忠孝東路四段201~250號,0,商,,,10109,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,43.45,1,1,1,有,有,有,25000,575,,0,0,305837,2770516
大安區,建物,臺北市大安區光復南路280巷1~50號,0,住,,,10109,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,,151.34,3,1,1,有,無,無,190000,1255,,0,0,306043,2770280
松山區,建物,臺北市松山區八德路三段106巷51~100號,0,住,,,10109,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,690805,123.55,3,2,2,有,有,無,40000,324,,0,0,305910,2770970
信義區,建物,臺北市信義區和平東路三段391巷20弄51~100號,0,住,,,10109,土地0建物1車位0,見其他登記事項,6,其他,住家用,鋼筋混凝土造,880906,259.62,3,2,2,有,有,有,66667,257,坡道平面,26.96,0,306528,2768265
中正區,建物,臺北市大同區市民大道一段201~250號,0,其他,,,10108,土地0建物1車位0,十一層,18,辦公商業大樓,見其他登記事項,見其他登記事項,980724,103.99,0,0,1,無,有,無,53000,510,,0,0,302326,2771254
中正區,建物,臺北市中正區寧波西街51~100號,59.64,,,,10110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,59.64,0,0,0,無,無,無,55556,932,,0,0,302207,2769274
中山區,建物,臺北市中山區松江路301~350號,0,其他,,,10108,土地0建物1車位0,十一層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,980521,134.01,0,0,0,無,有,無,70000,522,,0,0,303741,2772611
內湖區,建物,臺北市內湖區康寧路三段189巷73弄1~50號,37.27,住,,,10109,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,740103,100,2,1,1,有,無,有,18000,180,,0,0,311732,2773944
內湖區,房地(土地+建物),臺北市內湖區成功路三段51~100號,5.08,商,,,10109,土地1建物1車位0,一層,7,店面(店鋪),住家用,鋼筋混凝土造,720610,28.16,0,0,0,無,無,無,18000,639,,0,0,309530,2774571
中山區,建物,臺北市中山區林森北路107巷51~100號,0,商,,,10109,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1010210,80.72,2,1,2,有,有,有,40760,505,,0,0,303200,2771417
中山區,建物,臺北市中山區南京東路一段1~50號,0,商,,,10110,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),,加強磚造,,125.74,1,1,1,有,無,無,50000,398,,0,0,302900,2771624
中山區,建物,臺北市中山區中山北路二段59巷1~50號,0,,,,10109,土地0建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880928,48.14,1,1,1,有,無,無,30000,623,,0,0,302956,2772072
中山區,建物,臺北市中山區民權東路三段51~100號,0,商,,,10108,土地0建物1車位0,十六層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,215.33,3,2,2,有,有,有,50000,232,,0,0,304792,2772763
內湖區,建物,臺北市內湖區星雲街101~150號,0,住,,,10109,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931222,216.43,3,2,2,有,有,有,70000,323,坡道平面,33.47,0,310121,2774838
中山區,建物,臺北市中山區龍江路298巷1~50號,0,住,,,10109,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851019,152.76,3,2,2,有,有,有,32000,209,,0,0,304493,2772716
中山區,建物,臺北市中山區中山北路一段121巷1~50號,0,,,,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,66.09,2,2,1,有,有,有,45267,685,,0,0,302939,2771532
中山區,房地(土地+建物),臺北市中山區民生東路一段1~50號,18.25,商,,,10110,土地1建物1車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,830110,163.03,0,1,2,有,有,無,50000,307,,0,0,303072,2772333
中正區,建物,臺北市中正區羅斯福路二段51~100號,3.14,,,,10109,土地0建物0車位0,九層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,911125,34.74,1,0,1,有,無,有,14000,403,,0,0,302655,2768926
中正區,建物,臺北市中正區忠孝東路一段51~100號,0,其他,,,10108,土地0建物1車位0,十四層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,900913,132.95,3,2,2,有,有,有,29000,218,,0,0,302954,2770739
大同區,建物,臺北市大同區民權西路101~150號,0,商,,,10109,土地0建物1車位0,十六層,18,辦公商業大樓,商業用,鋼筋混凝土造,790323,84.79,0,0,0,無,有,無,22000,259,,0,0,302103,2772801
中正區,建物,臺北市中正區南陽街1~50號,0,,,,10109,土地0建物0車位0,全,3,透天厝,,加強磚造,,209.22,0,1,2,有,無,無,139800,668,,0,0,302086,2770743
大同區,建物,臺北市大同區酒泉街10巷1~50號,0,住,,,10108,土地0建物1車位0,三層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010403,118.87,3,2,2,有,有,無,30000,252,坡道平面,32.17,0,302378,2773636
南港區,房地(土地+建物),臺北市南港區東新街101~150號,0,住,,,10109,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990331,94.07,2,2,1,有,無,有,35000,372,,0,0,309397,2771033
信義區,房地(土地+建物),臺北市信義區松山路101~150號,0,其他,,,10109,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640426,95.04,3,2,1,有,無,無,17000,179,,0,0,308300,2771126
松山區,建物,臺北市松山區八德路二段351~400號,5.2,商,,,10109,土地0建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691108,42.69,1,1,1,有,無,有,20000,468,,0,0,305144,2771169
松山區,建物,臺北市松山區敦化北路199巷16弄1~50號,0,住,,,10108,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750714,126.88,3,2,2,有,有,有,38000,299,,0,0,305630,2772082
松山區,建物,臺北市松山區南京東路五段151~200號,0,其他,,,10109,土地0建物1車位0,五層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991112,309.92,3,2,2,有,有,有,80000,258,坡道平面,35.56,0,306817,2771635
松山區,建物,臺北市松山區南京東路五段151~200號,0,其他,,,10109,土地0建物1車位0,十三層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991112,314.69,3,2,2,有,有,有,100000,318,坡道平面,35.56,0,306817,2771636
松山區,建物,臺北市松山區敦化北路222巷6弄1~50號,0,其他,,,10109,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,110.39,3,0,1,有,無,無,50000,453,,0,0,305335,2772368
信義區,建物,臺北市信義區忠孝東路五段751~800號,22.87,住,,,10109,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,51.15,0,0,0,無,無,無,16000,313,,0,0,308750,2770740
信義區,建物,臺北市信義區忠孝東路五段451~500號,2.3,住,,,10109,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941006,36.29,1,1,1,無,無,有,25000,689,,0,0,308155,2770433
